1,2,3,4,5,6,7,8
0,0,0,0,1,0,111,0
0,0,0,0,1,0,77,0
0,0,4,0.27,0,0,120,0
0,0,2,0.11,1,0,115,3
0,0,7,0.44,1,0,131,2
0,0,5,0.38,1,0,109,0
0,0,1,0.05,1,0,123,2
0,0,4,0.22,1,0,113,0
0,0,0,0,1,0,61,0
0,0,5,0.36,1,0,114,0
0,0,0,0,1,0,115,0
0,0,3,0.27,0,0,51,1
0,1,2,0.22,1,0,64,1
0,0,1,0.04,1,0,126,2
0,0,2,0.11,0,0,101,1
0,0,0,0,1,0,36,0
0,0,0,0,1,0,132,0
0,0,0,0,1,0,74,0
0,0,1,0.05,1,0,140,3
0,2,3,0.5,1,0,81,0
0,0,8,0.35,1,0,130,0
0,1,1,0.1,1,0,53,1
0,0,0,0,1,0,70,0
0,0,1,0.07,0,0,72,0
0,0,1,0.1,1,0,76,2
0,0,1,0.05,1,0,132,1
0,0,5,0.38,1,0,98,0
0,0,0,0,1,0,116,0
0,0,2,0.08,1,0,132,0
0,0,1,0.17,1,0,25,1
0,0,8,0.4,1,0,130,0
0,0,1,0.04,1,0,133,1
0,0,1,0.07,0,0,72,0
0,0,1,0.12,0,0,45,1
0,0,0,0,1,0,103,0
0,0,1,0.07,1,0,62,1
0,0,0,0,1,0,114,0
0,0,2,0.09,1,0,98,2
0,0,0,0,1,0,86,0
0,0,1,0.06,1,0,90,3
0,0,1,0.12,1,0,54,1
0,1,0,0,1,0,96,0
0,0,1,0.33,1,0,31,3
0,0,0,0,1,1,105,0
0,1,0,0,1,0,97,0
0,0,1,0.09,1,0,87,0
0,0,1,0.12,1,0,57,1
0,0,3,0.27,1,0,67,0
0,0,1,0.07,1,0,105,3
0,0,1,0.05,1,0,116,0
0,0,4,0.29,1,0,90,2
0,0,2,0.1,1,0,117,2
0,0,6,0.38,1,0,129,0
0,0,1,0.04,1,0,126,0
0,0,0,0,1,0,108,0
0,0,3,0.15,1,0,123,0
0,0,3,0.5,1,0,54,0
0,0,6,0.46,1,0,103,0
0,0,1,0.05,1,0,95,1
0,0,8,0.62,1,0,111,0
0,0,3,0.15,1,0,138,0
0,0,3,0.16,1,0,105,0
0,0,0,0,1,0,52,0
0,0,3,0.14,1,0,119,0
0,0,1,0.11,1,0,52,0
0,0,1,0.04,1,0,137,1
0,0,1,0.04,1,0,133,1
0,0,3,0.12,1,0,130,1
0,0,9,0.53,1,0,126,0
0,0,5,0.29,0,0,134,0
0,0,1,0.06,1,0,77,2
0,0,0,0,1,0,39,0
0,0,1,0.06,1,0,121,1
0,0,0,0,1,0,91,0
0,0,4,0.5,1,0,79,0
0,0,6,0.6,1,0,88,0
0,0,0,0,1,0,117,0
0,0,2,0.12,1,0,120,0
0,0,3,0.16,1,0,135,0
0,0,1,0.1,0,0,49,1
0,0,10,0.71,1,0,83,0
0,0,1,0.09,1,0,81,2
0,0,0,0,0,0,51,0
0,0,2,0.09,0,0,131,0
0,1,7,0.44,1,0,136,0
0,0,3,0.43,1,0,52,1
0,0,2,0.12,1,0,90,0
0,0,0,0,1,0,116,0
0,3,1,0.07,1,0,124,0
0,0,1,0.06,1,0,114,2
0,0,2,0.15,0,0,78,2
0,0,0,0,1,0,52,0
0,0,1,0.14,1,0,42,3
0,0,1,0.09,0,0,57,0
0,0,0,0,1,0,63,0
0,0,1,0.05,1,0,114,0
0,0,1,0.04,1,0,133,0
0,0,3,0.15,0,0,107,2
0,3,8,0.67,1,0,150,0
0,0,1,0.07,1,0,98,2
0,0,0,0,1,0,132,0
0,0,0,0,1,0,138,0
0,0,1,0.12,0,0,41,1
0,0,5,0.2,1,0,124,0
0,1,0,0,1,0,70,0
0,1,1,0.17,1,0,55,1
0,1,5,0.42,1,0,83,0
0,0,0,0,1,0,79,0
0,0,0,0,0,0,34,0
0,0,0,0,1,0,122,0
0,0,1,0.11,1,0,48,2
0,0,0,0,1,0,92,0
0,0,2,0.12,1,0,102,0
0,0,5,0.19,1,0,139,0
0,0,1,0.17,0,0,37,0
0,0,1,0.25,0,0,24,0
0,0,12,0.57,1,0,130,0
0,0,1,0.12,1,0,58,0
0,0,3,0.3,1,0,81,1
0,0,2,0.2,1,0,89,0
0,0,0,0,1,0,35,0
0,0,2,0.13,1,0,118,0
0,4,1,0.04,1,0,205,2
0,0,0,0,1,0,77,0
0,0,0,0,0,0,30,0
0,3,0,0,1,0,80,0
0,0,9,0.5,1,0,130,0
0,0,2,0.18,0,0,61,3
0,0,1,0.05,1,0,141,0
0,0,3,0.19,1,0,99,1
0,0,0,0,1,0,117,0
0,0,2,0.13,1,0,96,2
0,0,1,0.05,0,0,118,1
0,1,1,0.14,1,0,43,1
0,1,0,0,1,0,146,0
0,0,0,0,1,0,96,0
0,0,8,0.5,1,0,121,0
0,0,1,0.05,1,0,113,0
0,0,0,0,1,0,74,0
0,0,2,0.14,1,0,86,0
0,0,1,0.1,1,0,53,0
0,0,2,0.22,1,1,76,1
0,0,9,0.45,1,0,126,0
0,0,2,0.1,1,0,129,1
0,0,3,0.2,0,0,98,0
0,1,3,0.38,1,0,75,0
0,1,1,0.2,1,0,38,1
0,0,0,0,1,0,76,0
0,0,0,0,1,0,67,0
0,0,2,0.15,0,0,63,1
0,1,3,0.19,1,0,133,1
0,2,1,0.09,1,0,89,0
0,0,2,0.1,1,0,103,2
0,0,4,0.24,0,0,118,1
0,0,0,0,1,0,78,0
0,0,0,0,1,0,95,0
0,0,1,0.06,1,0,131,0
0,0,1,0.05,0,0,108,1
0,0,1,0.08,1,0,72,3
0,0,3,0.23,1,0,121,3
0,0,1,0.17,1,0,42,3
0,0,3,0.15,1,0,121,1
0,0,0,0,1,0,50,0
0,0,10,0.67,1,0,107,0
0,0,0,0,1,0,116,0
0,0,1,0.12,1,0,47,1
0,0,0,0,1,0,56,0
0,0,7,0.64,1,0,90,0
0,0,3,0.33,1,0,53,0
0,0,1,0.04,1,0,138,2
0,0,1,0.06,1,0,73,1
0,0,1,0.08,1,1,70,2
0,0,3,0.17,1,0,122,2
0,0,2,0.29,0,0,57,1
0,0,3,0.25,1,1,79,2
0,0,0,0,1,0,73,0
0,0,5,0.56,1,0,95,0
0,0,5,0.24,1,0,134,0
0,0,2,0.33,1,0,51,0
0,0,2,0.25,1,0,50,0
0,0,0,0,1,0,110,0
0,0,2,0.15,1,0,87,0
0,0,4,0.4,1,0,103,0
0,0,0,0,1,0,133,0
0,0,1,0.05,1,0,99,1
0,10,9,0.5,1,1,243,0
0,0,0,0,1,0,133,0
0,0,0,0,1,0,70,0
0,0,1,0.17,0,0,32,1
0,0,0,0,1,0,82,0
0,0,0,0,1,0,24,0
0,0,0,0,1,0,101,0
0,0,0,0,1,0,139,0
0,0,0,0,1,0,128,0
0,2,1,0.08,1,0,82,0
0,0,1,0.07,1,0,81,2
0,0,0,0,1,0,76,0
0,0,1,0.07,1,0,88,2
0,0,0,0,1,0,72,0
0,0,5,0.62,1,0,79,1
0,0,1,0.12,0,0,39,1
0,0,4,0.36,1,0,96,0
0,0,1,0.08,1,0,57,2
0,0,9,0.69,1,0,79,0
0,0,1,0.12,1,0,49,1
0,0,0,0,1,0,66,0
0,0,1,0.2,0,0,43,1
0,0,0,0,1,0,90,0
0,3,1,0.09,1,0,126,0
0,0,0,0,1,0,144,0
0,0,0,0,1,0,34,0
0,0,1,0.07,1,1,89,1
0,0,1,0.06,1,0,118,2
0,0,2,0.22,1,0,74,0
0,0,2,0.09,1,0,120,1
0,0,0,0,1,0,90,0
0,0,2,0.11,1,0,115,2
0,0,2,0.12,1,0,105,0
0,0,1,0.05,1,0,131,2
0,0,2,0.33,1,0,44,3
0,1,2,0.14,1,0,76,1
0,0,4,0.36,1,0,66,0
0,0,1,0.05,0,0,119,1
0,0,2,0.5,1,0,47,0
0,0,1,0.04,1,0,138,1
0,0,9,0.47,1,0,106,0
0,0,2,0.18,1,0,103,0
0,0,0,0,1,0,44,0
0,0,1,0.06,1,0,97,0
0,3,0,0,1,0,94,0
0,0,0,0,1,0,77,0
0,0,1,0.05,1,0,121,0
0,0,2,0.12,1,0,129,0
0,0,2,0.11,1,0,101,3
0,0,4,0.22,1,0,123,0
0,0,9,0.45,1,0,132,0
0,0,0,0,1,1,63,0
0,0,5,0.38,1,0,81,1
0,2,0,0,1,0,105,0
0,0,1,0.09,1,0,58,0
0,0,0,0,1,0,113,0
0,0,10,0.71,1,0,114,0
0,0,0,0,1,0,49,0
0,0,3,0.14,1,0,135,1
0,0,2,0.13,1,0,90,0
0,0,1,0.12,0,0,68,0
0,0,0,0,0,0,44,0
0,0,0,0,1,0,75,0
0,0,2,0.13,1,0,96,3
0,0,3,0.14,1,0,131,2
0,0,0,0,1,0,92,0
0,0,2,0.29,1,0,48,1
0,0,3,0.21,1,0,105,1
0,0,2,0.15,1,0,88,0
0,0,2,0.22,0,0,46,1
0,2,2,0.17,1,0,102,1
0,1,4,0.4,1,0,83,0
0,0,0,0,1,0,80,0
0,0,0,0,1,0,101,0
0,0,0,0,1,0,133,0
0,3,1,0.07,1,0,137,1
0,0,1,0.06,1,0,107,1
0,0,1,0.14,1,0,50,0
0,0,2,0.1,1,0,131,0
0,0,2,0.12,1,1,88,1
0,0,2,0.12,1,0,121,0
0,0,0,0,1,0,92,0
0,0,0,0,1,0,133,0
0,0,0,0,0,0,40,0
0,0,3,0.2,1,0,82,1
0,0,1,0.07,1,0,95,1
0,0,2,0.1,1,0,137,2
0,0,1,0.07,0,0,71,1
0,0,1,0.04,1,0,136,0
0,0,1,0.14,1,0,45,3
0,0,2,0.18,0,0,54,1
0,1,1,0.17,1,0,42,1
0,0,1,0.03,1,0,139,2
0,0,1,0.06,0,0,86,0
0,0,2,0.2,1,0,75,0
0,0,1,0.07,1,1,108,3
0,0,0,0,1,0,49,0
0,0,0,0,1,0,54,0
0,0,1,0.08,1,0,84,3
0,0,0,0,1,0,98,0
0,0,1,0.17,0,0,34,0
0,0,3,0.5,1,0,60,3
0,0,1,0.09,1,0,59,0
0,0,0,0,1,0,70,0
0,0,1,0.04,1,0,140,3
0,0,1,0.07,1,0,101,0
0,0,0,0,1,0,95,0
0,0,2,0.07,1,0,135,0
0,0,0,0,1,0,107,0
0,1,1,0.05,1,0,138,1
0,0,1,0.05,0,0,109,1
0,0,0,0,1,0,107,0
0,0,2,0.11,1,0,117,1
0,0,1,0.05,1,0,115,2
0,0,2,0.25,1,0,92,0
0,0,1,0.17,1,0,50,0
0,0,1,0.06,1,0,103,0
0,0,2,0.1,1,0,117,0
0,1,1,0.09,1,0,55,1
0,0,1,0.06,1,0,105,1
0,0,1,0.05,1,0,122,0
0,0,0,0,1,0,57,0
0,0,1,0.04,1,0,138,0
0,0,1,0.09,0,0,50,1
0,0,3,0.12,1,0,138,2
0,0,1,0.1,1,0,51,1
0,0,0,0,1,0,137,0
0,3,0,0,1,0,174,0
0,0,0,0,1,0,106,0
0,0,2,0.17,1,0,81,1
0,0,0,0,1,1,45,0
0,0,1,0.04,1,0,134,0
0,0,1,0.06,1,0,110,1
0,1,0,0,1,0,97,0
0,0,1,0.1,1,0,69,3
0,0,2,0.09,1,0,122,0
0,0,0,0,1,0,82,0
0,0,1,0.05,1,0,111,1
0,0,4,0.31,1,0,106,0
0,0,5,0.28,1,0,104,0
0,0,2,0.1,1,0,124,1
0,0,1,0.06,1,0,108,0
0,5,1,0.05,1,0,244,3
0,0,1,0.17,0,0,35,1
0,0,1,0.04,1,0,140,2
0,0,0,0,1,0,129,0
0,0,2,0.08,1,0,136,2
0,0,2,0.25,1,0,67,3
0,2,4,0.22,1,0,148,0
0,0,3,0.25,1,0,78,2
0,1,0,0,1,0,61,0
0,0,5,0.5,1,0,73,0
0,1,1,0.08,1,0,86,1
0,0,0,0,0,0,104,0
0,0,2,0.12,1,0,101,0
0,0,4,0.29,1,0,90,0
0,0,2,0.1,1,0,109,0
0,0,3,0.16,1,0,131,1
0,0,7,0.58,1,0,86,0
0,0,1,0.1,0,0,50,1
0,0,3,0.2,1,0,105,0
0,0,1,0.04,0,0,111,2
0,0,3,0.15,1,0,133,1
0,0,1,0.11,1,0,61,0
0,0,3,0.38,0,0,51,3
0,0,0,0,1,0,66,0
0,0,0,0,1,0,73,0
0,0,5,0.33,1,0,83,3
0,0,3,0.25,1,0,86,1
0,0,1,0.04,1,0,130,2
0,0,1,0.05,1,0,136,0
0,0,3,0.33,1,0,70,0
0,4,0,0,1,0,133,0
0,0,3,0.25,1,0,95,1
0,0,0,0,1,0,106,0
0,0,4,0.29,1,0,104,1
0,0,10,0.59,1,0,128,0
0,0,1,0.14,1,0,65,0
0,0,2,0.2,1,0,62,3
0,0,1,0.04,1,0,136,1
0,1,1,0.07,1,0,90,2
0,0,2,0.15,1,0,82,1
0,0,2,0.2,1,0,53,2
0,0,3,0.2,0,0,89,0
0,0,0,0,1,0,77,0
0,0,3,0.25,1,0,102,1
0,0,1,0.06,1,0,97,3
0,0,4,0.33,1,0,68,3
0,0,0,0,1,0,114,0
0,0,0,0,1,0,110,0
0,0,2,0.08,1,0,132,1
0,0,1,0.05,1,0,130,2
0,0,1,0.14,0,0,41,0
0,0,1,0.04,1,0,139,2
0,0,6,0.55,1,0,65,0
0,0,7,0.47,1,0,104,0
0,0,1,0.12,1,1,54,0
0,0,0,0,0,0,39,0
0,1,1,0.05,1,0,106,1
0,0,0,0,1,0,36,0
0,0,1,0.05,1,0,115,0
0,0,2,0.13,1,0,90,0
0,0,0,0,1,0,93,0
0,0,1,0.04,1,0,121,1
0,0,1,0.05,1,0,104,2
0,0,4,0.25,1,0,94,0
0,0,3,0.12,1,0,132,0
0,0,0,0,1,0,82,0
0,0,1,0.05,1,0,123,2
0,0,1,0.09,1,0,78,0
0,0,1,0.14,1,0,34,0
0,0,0,0,1,1,107,0
0,0,3,0.3,1,0,67,3
0,0,1,0.08,1,0,68,2
0,0,0,0,1,0,67,0
0,0,1,0.1,0,0,47,1
0,0,2,0.17,1,0,101,0
0,0,2,0.09,1,0,124,1
0,0,1,0.14,0,0,44,0
0,0,1,0.05,0,0,131,2
0,0,11,0.48,1,0,140,0
0,1,2,0.12,1,0,126,0
0,0,0,0,0,0,136,0
0,0,9,0.39,1,0,105,0
0,0,1,0.07,1,0,98,3
0,0,1,0.04,1,0,123,1
0,0,0,0,0,0,86,0
0,0,1,0.04,1,0,125,1
0,0,1,0.1,1,0,49,1
0,0,0,0,1,0,76,0
0,1,0,0,1,0,48,0
0,1,0,0,1,0,73,0
0,0,1,0.04,1,0,134,0
0,0,0,0,0,0,41,0
0,2,0,0,1,0,132,0
0,0,0,0,1,0,39,0
0,0,3,0.27,1,0,80,2
0,0,2,0.1,1,0,129,2
0,0,1,0.07,1,0,102,0
0,0,0,0,1,0,136,0
0,1,0,0,1,0,101,0
0,0,0,0,1,0,33,0
0,0,1,0.06,1,0,122,0
0,0,1,0.04,1,0,132,1
0,0,0,0,1,0,52,0
0,0,1,0.06,1,0,102,3
0,0,0,0,1,0,132,0
0,1,0,0,1,0,62,0
0,0,1,0.04,1,0,139,2
0,0,0,0,1,0,127,0
0,0,1,0.07,1,0,106,0
0,0,3,0.11,1,0,136,0
0,0,1,0.05,1,0,114,3
0,0,3,0.3,1,0,60,1
0,0,0,0,0,0,37,0
0,0,1,0.08,0,0,61,1
0,0,3,0.3,1,0,76,0
0,0,0,0,1,0,31,0
0,0,0,0,1,0,82,0
0,0,4,0.5,1,0,100,1
0,0,2,0.08,1,0,133,0
0,0,1,0.12,1,0,55,0
0,0,2,0.15,1,0,119,2
0,2,4,0.25,1,1,152,0
0,0,0,0,1,0,119,0
0,0,10,2.5,1,0,70,0
0,0,1,0.06,0,0,98,3
0,0,2,0.12,1,0,82,1
0,0,1,0.11,1,0,62,0
0,0,4,0.36,1,0,83,0
0,0,3,0.14,1,0,97,0
0,0,0,0,1,0,118,0
0,0,1,0.17,1,1,41,1
0,0,1,0.06,1,0,102,1
0,0,1,0.08,0,0,67,0
0,0,0,0,1,0,48,0
0,0,3,0.3,1,0,70,0
0,0,1,0.11,0,0,48,1
0,0,2,0.18,0,0,70,0
0,0,1,0.04,1,0,120,1
0,0,15,7.5,1,0,74,0
0,0,0,0,1,0,102,0
0,0,1,0.5,0,0,12,0
0,4,2,0.25,1,0,96,1
0,0,0,0,1,0,107,0
0,0,0,0,1,0,90,0
0,0,2,0.1,1,0,138,2
0,0,0,0,1,0,67,0
0,0,1,0.11,0,0,44,1
0,0,1,0.2,0,0,29,1
0,0,1,0.09,1,0,58,0
0,0,1,0.09,1,0,63,1
0,0,1,0.17,0,0,51,0
0,0,4,0.19,1,0,138,2
0,0,0,0,0,0,61,0
0,1,1,0.09,1,0,84,2
0,0,3,0.33,1,0,67,0
0,0,2,0.11,1,0,130,0
0,0,1,0.14,1,0,43,0
0,0,1,0.06,0,0,90,1
0,0,1,0.17,0,0,37,0
0,0,22,1,1,1,140,0
0,0,1,0.05,1,0,100,2
0,0,2,0.09,1,0,122,2
0,0,2,0.09,1,0,137,2
0,0,3,0.14,1,0,134,1
0,0,1,0.04,1,0,136,2
0,0,2,0.14,1,0,104,3
0,0,1,0.06,1,0,86,2
0,0,2,0.25,0,0,54,1
0,0,3,0.14,1,0,124,3
0,0,5,0.29,1,0,119,1
0,1,0,0,1,0,51,0
0,4,0,0,1,0,144,0
0,0,0,0,1,0,67,0
0,0,1,0.04,1,0,140,3
0,0,0,0,1,0,36,0
0,0,1,0.06,1,0,94,3
0,3,0,0,1,0,148,0
0,0,0,0,1,0,52,0
0,0,2,0.12,1,0,123,0
0,0,1,0.08,1,0,72,1
0,0,0,0,1,0,83,0
0,1,2,0.08,1,0,137,1
0,0,0,0,1,0,132,0
0,0,1,0.06,1,0,80,0
0,0,4,0.19,0,0,110,1
0,0,1,0.07,1,0,72,1
0,0,5,0.45,1,0,87,0
0,0,2,0.18,0,0,61,1
0,3,4,0.33,1,0,105,1
0,0,1,0.05,1,0,120,2
0,0,1,0.08,0,0,64,1
0,0,1,0.05,1,0,108,0
0,0,2,0.08,1,0,137,0
0,0,0,0,1,1,118,0
0,0,2,0.15,1,0,90,2
0,4,3,0.16,1,0,133,0
