2018-11-18 05:11:08,"Yay, 5 weeks of hallmark Christmas movies with_the_same_ending_every_time. I can't wait. #sarcasm. Cue the ""Christm… https://t.co/B5n9rT0klx"
2018-11-18 05:00:34,"@joshtpm No she's not!

How could say that?

#sarcasm https://t.co/MlA9YqcBv3"
2018-11-18 04:56:43,@ACLU Due Process=unfair process as stated by the ACLU. #irony
2018-11-18 04:54:48,@amber_athey Why do you hate womyn? This is a lovely depiction of the power of feminism and should be lauded from t… https://t.co/4SpJ1svhCR
2018-11-18 04:48:26,"Like the truth about your Kavanaugh accusers #CreepyPornLawyer ?  You, sir and I’m using that term sir as #sarcasm… https://t.co/q5DsXNCqBs"
2018-11-18 04:40:50,in 2010 and 2016. Yet these self styled champions of human rights lecture Kashmiri society about ethics and moralit… https://t.co/psq8auL529
2018-11-18 04:38:32,Shocking Wayne Simmonds got outmuscled by Cirelli for the OT winner today . #sarcasm
2018-11-18 04:19:45,"A #Relaxing #Chill Rumor #Closer #Stream One where at the back of Rumor's mind, a small part of Rumor is swearing b… https://t.co/vyCXrzHQmJ"
2018-11-18 04:17:27,@OMGno2trump She must have depleted the minibar. #Sarcasm
2018-11-18 04:15:02,US oil firm's bid to drill for oil in Arctic hits snag: a lack of sea ice #ClimateChange #Irony https://t.co/NG5yPpTRLU
2018-11-18 04:13:48,"@flyscoot wow, un scoot biz as a 'welcome drink' you get... Purified water in plastic cup! How great #not #lie… https://t.co/xcGpVtmYfL"
2018-11-18 04:11:41,"The new @realDonaldTrump official forest rake. Get yours now. It prevents forest fires, and fixes the deficit.… https://t.co/XfYySRZZgz"
2018-11-18 04:10:02,"@Song4Bernie A #CertainlyNotNews award for Pelosi?! High honor, indeed!  🍷#sarcasm  .@jimmy_dore @miserablelib @RonPlacone"
2018-11-18 04:09:05,"@GOOGLE
#TRUE
#Monopoly
#BEWARE
If you DO
#NOT PAY $10 FOR
COMMERCIAL
#FREE
#Android 
#ALL
#GOOGLE APPS &amp; DEVICES W… https://t.co/sk1xArqgYb"
2018-11-18 04:06:38,#humour of kids born after 1995 is to insult others with a lame joke and laugh loudest in group themselves   #Sarcasm #funny
2018-11-18 04:06:35,"@GOOGLE
#TRUE
#Monopoly
#BEWARE
If you DO
#NOT PAY $10 FOR
COMMERCIAL
#FREE
#Android 
#ALL
#GOOGLE APPS &amp; DEVICES W… https://t.co/RL7Mhb7MqC"
2018-11-18 04:04:53,"White people: let's take over this land after fleeing persecution, steal it from whoever is already here and give t… https://t.co/ZXUtRrYXNF"
2018-11-18 04:01:20,"@NAWheeler @BoredProtector @rachelagiese Oh man, catching the gay is the worst. We need to kill all gays so no one… https://t.co/PAfeqzEiN6"
2018-11-18 04:01:02,@MichaelAvenatti You sound angry. Clearly you are unhinged. #irony
2018-11-18 03:59:56,"Petry, you wrote Petry?!? WTF ... way to go! You know hockey, champ! #not https://t.co/5ZfNw0Gb1l"
2018-11-18 03:59:03,I’m sorry. #Sarcasm
2018-11-18 03:56:05,@OnlyHearSeeHate @nowthisnews Funny you should say crimes against Jewish people is the only real story (ignoring al… https://t.co/FvXBQxB4Mq
2018-11-18 03:55:06,"#updates, yay!! #sarcasm #oops #forgotaboutthat streaming in 10!! #GodofWar #PS4@Juice_Beans @SpeechTaz @geerawr19… https://t.co/7dePFvDFsy"
2018-11-18 03:54:49,Kassian. What a guy. #EDMvsCGY #NHL #Sarcasm
2018-11-18 03:52:46,💥📢...😂Sounds like a little ⛈️Stormy is headed Avenatti's way... Michael Avenatti’s law firm getting evicted for $23… https://t.co/0n9QxqkCSm
2018-11-18 03:50:03,@obzrvr Oh is it #Not me
2018-11-18 03:46:43,"@Harmonwrites That timeout really worked well, too... #sarcasm"
2018-11-18 03:44:59,Nicole ordered a really big #fajita #madeintheUSA #gringofood #smallplates #not #imstuffed @ Todo Mexico Restaurant… https://t.co/Fb7j4h9RLG
2018-11-18 03:28:47,@fat_dad69 That angle makes it look #not #good.
2018-11-18 03:27:54,It's so incredibly clever that in general the evil people just don't respond to the most accurate accusations!    #sarcasm
2018-11-18 03:27:40,"@4YrsToday Sure, it's not their fault that most #VoterFraud benefits Democrats; they should have cheated just like… https://t.co/dEAiUytfbD"
2018-11-18 03:26:38,"Be careful of the fear of being alone. It might take you to a lonely place.

#ShowerThoughts
#irony"
2018-11-18 03:22:26,@miss_reb @karenehowell Classy #not
2018-11-18 03:14:11,"We need more #agile certifications.

#sarcasm"
2018-11-18 03:11:29,⚡⛰👑 military lives matter 👑⛰⚡.              #NOT💋 https://t.co/Ul7K6Xc4bs
2018-11-18 03:11:18,This is bloody brilliant! #sarcasm #satire https://t.co/4PL8QQtSZp
2018-11-18 03:03:06,@OlePeteKing Look! No one is as mad about this as Fu! #sarcasm #FireFuente
2018-11-18 02:59:47,@NevadaJack2 If things don't change in WASHINGTON DC There's going 2 be ppl changing it. Why the #HELL should she b… https://t.co/O9JrzJE5Ey
2018-11-18 02:57:41,Just delivered a sandwich to a man on the side of the road. He was driving a semi-truck that had broken down while… https://t.co/QC8JwaOcJs
2018-11-18 02:57:39,My sandals would break as I’m getting ready to Emeterio the movie theater. But at least I had heels in the car #not… https://t.co/hYGHrjJa40
2018-11-18 02:53:34,"@QuilletteM Might you be diminishing something you don't like, but can't articulate an actual criticism against? Wh… https://t.co/HBASICQmx3"
2018-11-18 02:53:00,Wow the acting in this film is just phenomenal #Sarcasm
2018-11-18 02:51:13,"@MimsyWBorogoves @MickAtheist @callmerobz That kind of well reasoned, respectful, and rational manner of interactin… https://t.co/53QU278Dum"
2018-11-18 02:48:19,"Hmm, this person seems to be judging an entire group of people by the color of their skin and not their character o… https://t.co/AAM7XdPcQY"
2018-11-18 02:45:21,"""Mr. Gorbachev, tear down that wall'"" - Ronald Reagan #irony https://t.co/flqPiYsTE0"
2018-11-18 02:44:52,@reeses @amazon #Not Sorry #Sweepstakes
2018-11-18 02:44:17,#Irony. An English member of UKIP went to Poland to join in the nationalist marches there. https://t.co/jiQhYX3VJG
2018-11-18 02:44:12,Lets all thank PG&amp;E. #Not https://t.co/FbfXW3Rn8N
2018-11-18 02:43:57,"@__sardonic @bstreier @Twitter Uhp! But wait a minute! If you think that this is wrong, you are clearly racist! You… https://t.co/pzTWfRt6Bo"
2018-11-18 02:43:33,Dawg all these players were cracking on Fields for not finishing off that long run 🤣😭🤣😭. Guess he’s gone to Florida. #Sarcasm
2018-11-18 02:39:54,Lonzo Ball showcase for next 4-5 weeks really got off to a good start tonight.  That stat line though. But remember… https://t.co/rgNVMumdYB
2018-11-18 02:36:44,Ben Simmons for 3 for the win? #Sarcasm
2018-11-18 02:34:52,"""they don't want to win... they just wanna win?“ #irony

you can't help our city that much to realize there are gen… https://t.co/Rsw50zUI4m"
2018-11-18 02:34:45,#demnindia #Inspirational #Quotes #Morning #Motivation #What is #true #may #not #always be pleasant and what is… https://t.co/7hMl3Y8Moe
2018-11-18 02:34:45,These black plates are designed to replicate paper plates. Cool and I’m not sure why. #irony https://t.co/aBX8jpTljG
2018-11-18 02:34:22,"But she's a woman, so her age doesn't matter! #sarcasm https://t.co/4kGmXlQoI7"
2018-11-18 02:32:59,"Such a well spoken, intelligent man... #sarcasm https://t.co/8jkBCUs018"
2018-11-18 02:29:28,Been waiting for a special occasion to open this bottle of wine... figured a Saturday night watching hockey with ou… https://t.co/SnaKDrqw8x
2018-11-18 02:27:35,@DJMarkyMark9 The Sabres realllly need to get rid of that Housley guy. #sarcasm #OneBuffalo
2018-11-18 02:26:28,@PopularMMOS It IS the cucumbers goosebumps #irony
2018-11-18 02:25:34,This thanksgiving I am not thankful for @Delta bc they ruin lives #not #dramatic
2018-11-18 02:23:07,@StephenGutowski @xbradtc Did you ever stop &amp; think that the reason you THINK your friends with AR-15s aren't mass… https://t.co/wrhj46XkiR
2018-11-18 02:22:58,"YEP!!
That’s 2 games in a row,both that we lost to a bunch of “Bears”!!
PEACE OUT,Y’ALL!!!!
Yours,
Coach Clay… https://t.co/bHajztUQGH"
2018-11-18 02:21:32,"Well darn, here we are telling gardene's NOT to rake up their leaves to provide shelter for wildlife and to amend t… https://t.co/0AlXfazXNl"
2018-11-18 02:21:08,@New_Narrative @maggieNYT And he knows it's premature how? Coz #MBS told him. #sarcasm
2018-11-18 02:18:58,"@TheContemptor I expect David Attenborough is out there now making a Series on raking.  #BlueRake
#sarcasm… https://t.co/uce7XfA9N5"
2018-11-18 02:16:37,"@katiebtx Katie ❤ I called them, thank you #not missing in Paradise"
2018-11-18 02:10:35,@_cee_em The hand waving *almost* convinced us all that it wasn’t. #not
2018-11-18 02:09:54,Thanks for that close up cameraman #sarcasm #LivePD #LivePDNation
2018-11-18 02:08:19,@Trumpsgirl2020 @LinneyLara @marczak_rob @Lizzie_Borden4 @ZoeyEllis3 @Sickofyourbull_ @cmd51375 @infinity_1616… https://t.co/O6RHR2AXqG
2018-11-18 02:07:37,@DanRather #LOL #sarcasm 🔥 I like it👍🏼😂
2018-11-18 02:05:43,Does anyone feel like they had a bad day well I know I am because of my ironic depression oh hello darkness my old… https://t.co/ZIXr4WSrVG
2018-11-18 01:54:11,https://t.co/TT7kITvpEX hold on! your telling me that the Mexican people keep walking into America &amp;do what they wa… https://t.co/w7ZiAdGoCq
2018-11-18 01:53:34,"● INFORMATION: 16-Nov-2018--USA: ... [4] James N. Mattis: ""... Based on this assessment, the Department found that… https://t.co/Ls5ZJZW8X3"
2018-11-18 01:53:23,@nickbaumgardner Uh oh. Bulletin board material for NW. #sarcasm
2018-11-18 01:52:34,"@jaegermaestro An attack hawk? Or owl?
#help #ornathogists #not #orenthologist"
2018-11-18 01:52:25,Intelligent statements? #not Un-freaking-believable @Rhiannon_K_82 https://t.co/xRhtwfwPGq
2018-11-18 01:51:46,When you're at trivia night at the local Catholic Church and they run out of both water and wine #irony
2018-11-18 01:49:45,#HOT OR #NOT #HOTSHOTS! #Normani is sporting all back on the red carpet of the 2018 #SoulTrainAwards are you feelin… https://t.co/1YHRm6YhrZ
2018-11-18 01:49:27,#falls near #hamilton  #gorgeous #spot #not a lot of #water flowing #today travel @ Nigretta Falls https://t.co/YLCEmLlCLK
2018-11-18 01:48:03,@ericswalwell time for citizens to turn in there booze. 🙄#EnoughIsEnough #banalcohol #Sarcasm @DLoesch https://t.co/eChkHWelb9
2018-11-18 01:46:42,@RealRalvert @MartysaurusRex Says the guy who has a profile pic of himself #not
2018-11-18 01:46:29,Paying my $180 Electrict bill to @DomEnergyVA right now while on my 3rd night of sitting in my cold living room wit… https://t.co/Un2KgQrXr9
2018-11-18 01:46:21,"@FredTJoseph And just like that, I went from ""my focus is elsewhere"" to ""greaaaat now I have to figure out why I'm… https://t.co/U6jcRbi4uh"
2018-11-18 01:44:33,i feel like crap and have to work tomorrow...it’s gonna be great. #not #headcold #congested
2018-11-18 01:44:29,"@MindyMinderful The dude retweets Ann Coulter and Mark Dice, two folks who are the epitome of class and always spea… https://t.co/7V9WbuzOr7"
2018-11-18 01:39:19,"Come on bro, you know what shindig means.... #HallmarkChristmasMovie #ChristmasAtGraceland 
#sarcasm https://t.co/QCdJYrVXz1"
2018-11-18 01:38:49,"If we just destroy all of our forests, there will be no more forest fires! Duh! 🙄😂😂 #sarcasm"
2018-11-18 01:38:02,@InsidersABC @vanOnselenP It’s a debacle of his own making. He needs to run his ideas past Murdoch to get oversight… https://t.co/zT1MOxWEkV
2018-11-18 01:37:48,@ChipotleTweets Had to pick me up some 🔥😍🔥 Turns out they don’t let you eat first and pay later. Who knew… https://t.co/otMLkJg70N
2018-11-18 01:32:48,@caleb_pruch Yeah and his gf LOVESSSS it 🙃 #not #vacuumingat7am #dishesat730am
2018-11-18 01:31:58,"This went down well 👇🏻👇🏻👇🏻 

#Not https://t.co/vpC1IRDjkr"
2018-11-18 01:31:23,"You Sir, are a member of the #UnitedStatesCongress! Have you not figured out, that your words matter? Funny thing i… https://t.co/4bAdofHvDn"
2018-11-18 01:30:58,"Ever since meek mill was released from prison, sixers get eliminated by the stinking Celtics in the playoffs, and… https://t.co/xkmHnD3eMV"
2018-11-18 01:28:51,BIG TIME Cincy Bearcats fan tonight #UCF #Is #Not #National #Champs https://t.co/lsdwjUhm8b
2018-11-18 01:28:36,Sending 💙💙💙💙💙💙 back to you!! Us #Fans become invested in each &amp; every #Department #LivePD has on doesn’t matter if… https://t.co/4JricIwrq5
2018-11-18 01:28:13,Kleenex Mansize Tissues are going to be rename to Gender Friendly Large Size. Next will be the socks. What about th… https://t.co/hZmDogC07k
2018-11-18 01:27:28,@TheEconomist France can #not take 75 Millions christian refugees feeing from the islamic conquest front - even if… https://t.co/ylg9HUunnr
2018-11-18 01:20:09,@reeses @amazon Reese's Peanut Butter Trees #not sorry #sweepstakes
2018-11-18 01:18:17,Reason 84 @fedex Express is trash to work for!! The manager pretend to care but they really could care less and pla… https://t.co/N3ayIGbara
2018-11-18 01:16:51,So glad a catholic school like @NiagaraUniv teaches/allows their student section to chant “ass-hole” in sing-song a… https://t.co/FNhlgRRbjx
2018-11-18 01:15:51,@Filomen03258997 So far he’s managed to massacre 5000 + Palestinians. 😔You must be sooooooo proud of him. Maybe whe… https://t.co/zsa8CTACkL
2018-11-18 01:15:09,@reeses @amazon I'm trying the new white Reese's peanut butter cup. #Not Sorry #Sweepstakes https://t.co/n4mFogN0yJ
2018-11-18 01:15:04,@rmfortune @cali_curmudgeon @DaZipstahh @kaci150 @JonasWale @Tombstone1954 @Teriface73 @ruby58293 @JulieReichwein1… https://t.co/BaYi6N5Gaq
2018-11-18 01:12:19,"@NBCSPreps Despite only 17% of all statewide IHSA schools being private, 70% of the teams in 4A thru 8A championshi… https://t.co/4yHUN1SxWa"
2018-11-18 01:11:46,#Trump You dolt! Makes his photo-op appearance in California for the #Fires. Still blames it all on Forest Manageme… https://t.co/ThixEbvp7g
2018-11-18 01:10:21,Why #Not you seem to comment on any and everything before you are briefed? https://t.co/BCDUz2RQt7
2018-11-18 01:02:58,"guys, because of the @Wizard101 night-knight event, my family might not do Christmas this year, because i just spen… https://t.co/CO3Gxz7dTa"
2018-11-18 01:02:20,"Feck here we go again. Hello 20th century, I have missed you #not the Ontario PC party of Ontario’s definition of p… https://t.co/nHZNr7ndOD"
2018-11-18 01:00:34,"It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!"""
2018-11-18 00:59:16,"This is Pete Session's swan song. 

Such a nice man. 

#Sarcasm https://t.co/fhK4XD6Wqx"
2018-11-18 00:55:56,@shoe0nhead @ArmouredSkeptic If it's not a ghost hunt I'm gonna die... #irony
2018-11-18 00:54:14,"So glad I'm at the mall instead of being home, enjoying #NXTTakeOver... #sarcasm

(Luckily I have @WWENetwork, so I… https://t.co/6eqeVajX8j"
2018-11-18 00:52:04,Your 'GUESS' is as 'GOOD' as 'MINE'! (Confused Face) #:-L  #NOT-SURE
2018-11-18 00:48:17,ANother vid of London crowd goin viral wow coincidence i think #not
2018-11-18 00:45:38,Kudos to the @UMichFootball training staff for having the team so well prepared today.  #sarcasm
2018-11-18 00:45:36,#Not Sorry #Sweepstakes https://t.co/j2q2oWvKo7
2018-11-18 00:44:56,"I asked someone if I could have something for free to recycle it &amp; was told No. 
His response:”That's ok, they'll g… https://t.co/mOv8nwfCxq"
2018-11-18 00:43:03,Conversations with my son #whiskey #sarcasm #whenemojismimicreallife https://t.co/jkMTILLM7f
2018-11-18 00:39:29,They must be freaking out in Ankara... #sarcasm https://t.co/v6biHbXejr
2018-11-18 00:38:25,".@SethAbramson  Book ordered, along with a lb of Russian chocolates. Because Russian interference in our elections… https://t.co/CkTJhbsbco"
2018-11-18 00:36:59,Awesome 2nd half WVU. Even better play calling/clock management!! #NOT!!
2018-11-18 00:36:58,@AdamG1984 This piece has no results and is from 2015. #irony
2018-11-18 00:34:26,"Lets all concentrate on
Surfaces because they dazzle
Us like Narcissus
While Echo
Goes without Love.

#sarcasm"
2018-11-18 00:34:24,"@Cesssc A siii, pues I hate you 2..... #not :'("
2018-11-18 00:33:58,"@heckyessica @JesseKellyDC I thought they loved paying taxes? And don't liberal policies produce ""good jobs"".  Are… https://t.co/oJ4UOPU07V"
2018-11-18 00:33:38,"@robreiner #Meathead #Irony , what made you famous stood the test of time."
2018-11-18 00:27:53,Ya boy Chryst... Woo! Can’t understand why he didn’t start... #sarcasm
2018-11-18 00:25:36,Outfox the Market sent out emails to customers saying that they were going to take almost twice as much from them b… https://t.co/5cYdMi8TaK
2018-11-18 00:25:13,Bravo a #coincidence and almost an  #irony. https://t.co/P9avju93ds
2018-11-18 00:24:01,"@mrdolcethecat I'm SHOCKED, SHOCKED I SAY!! #not"
2018-11-18 00:22:35,@RepSwalwell @WalshFreedom #sarcasm is great #swallowwell !
2018-11-18 00:17:07,Some females are how they act  seen this shawty walking and she looked like a real Mario Character dressed to impre… https://t.co/bg5bB4KxHt
2018-11-18 00:16:06,"Nice job, Syracuse. #sarcasm"
2018-11-18 00:16:01,"@charliekirk11 @realDonaldTrump It's amazing, simply a miracle, all these records #Trump has accomplished in less t… https://t.co/VxPKcd25r7"
2018-11-18 00:14:43,No superstitions in hockey whatsoever. Nope. Nada. Zero. Zilch. 👍🤣 #sarcasm https://t.co/4mFhBTHR0B
2018-11-18 00:14:11,Speaking of decorum at the White House #irony #liar #muellerinvestigation #muelleriscoming https://t.co/M4MxfEhevM
2018-11-18 00:13:56,@MarketWatch Monopoly for a cohort that has very low home ownership? #irony
2018-11-18 00:12:56,@Xzigalia @AJA_Cortes Also to do with choice. And no one would choose this bozo from a crowd of one. #keeper #not
2018-11-18 00:11:57,"@adamcbest @rezaaslan @HenryAWong2 but we know the @GOP isn't racist, because racism doesn't exist! Because @TomiLahren said so!! #sarcasm"
2018-11-18 00:11:42,@MsAvaArmstrong Use the military! This is an invasion! #Media @abcnews @CBSNews @CNN @NBCNews @FoxNews @MSNBC is… https://t.co/yk3zZgmZw9
2018-11-18 00:11:11,I think we can all agree... this is a classic case of #irony. https://t.co/aZ2ObaqAkk
2018-11-18 00:11:07,"honestly, if you walk in my house and tell me my oils are “too strong” you can go back where you came from #not #today #satan"
2018-11-18 00:10:22,@LGBToryCanada Right - because this government is super nice. #sarcasm
2018-11-18 00:10:11,@Unpersuaded112 She looks happy! And kind! #not
2018-11-18 00:08:11,"@StephanieKelton @POTUS @SenSanders ↪️ taxing #AmericaFirst like #Trump! No, #export inflation to the #Globalist!
(… https://t.co/JUjr5ND6BW"
2018-11-18 00:08:10,"@PaigeOne4 @shylajdotcom @michael50lodge @BetteMidler A penthouse pet is whining about a famous singer, joking abou… https://t.co/oCGjLzZITX"
2018-11-18 00:03:30,"@paul_tanto @Playfor @EMManchester Tried that. Management just told me to take bus (because they all do that, #obvs… https://t.co/lXL0lMlAtd"
2018-11-18 00:01:41,@realDonaldTrump @FLOTUS @IvankaTrump    Joe Biden Just Adopted An Adorable Shelter Dog!    The former vice preside… https://t.co/k7EHWMwKnl
2018-11-17 23:54:07,"Oh no, he isn't smiling, he doesn't love her enough :((((( #sarcasm https://t.co/N2TxwHc3Jf"
2018-11-17 23:53:42,@dustinlong Makes @nascar look good doesn’t it? #not
2018-11-17 23:53:16,Loving waiting outside a strangers house for daughter to leave a party #not actually I'm not certain I'm outside the correct house!
2018-11-17 23:52:37,"Men's basketball: Midland drops a game on the road in Yankton to Mt. Marty, 74-71.  Mt Marty also won the Elks FT contest.  #sarcasm"
2018-11-17 23:50:11,"So much brotherly love.

#Sarcasm https://t.co/FqhETHehQh"
2018-11-17 23:48:07,@Stonekettle The first act of a govt that’s meant to tackle gun control is to shoot itself in the head. #irony
2018-11-17 23:44:59,‘Rake the forest’ from a guy with a combover. Oh that’s sage advice. #sarcasm
2018-11-17 23:43:25,"@MsMollyRachael Gosh, why didn’t he go into forestry sooner since he has a gift for science. #sarcasm"
2018-11-17 23:42:23,Thank God for @rickygervais 🤣🤣🤣#irony
2018-11-17 23:41:48,@TLRFirstandTen Impossible. They aren't 5 stars. #sarcasm
2018-11-17 23:38:13,@EricEstepp17 People really taking this post seriously? #sarcasm 😂
2018-11-17 23:32:43,"@securefreedom @JacobAWohl Really cute how the right continues to concoct these completely hollow, see-through clai… https://t.co/SFmqHU9FJk"
2018-11-17 23:32:03,There are 11842 lakes in MN. Looks like the @BuffaloSabres have their sea 🌊 legs 🦵 to start this game.… https://t.co/Mf3kM4IPlO
2018-11-17 23:29:54,Does anyone else see the #irony in @RepSwalwell threatening to drop a nuclear weapon on American citizens who are d… https://t.co/IwhcaTuqLP
2018-11-17 23:28:29,"One thing Pavlov did not actually use was bells

#Irony"
2018-11-17 23:24:46,"Liberty, Rice, and The Citadel, are all being handled by SEC schools... Maybe the SEC is a lot better than I give them credit for. #Sarcasm"
2018-11-17 23:22:02,There are those awesome @ACCFootball refs! #sarcasm
2018-11-17 23:22:00,@GeorgeTakei I personally choose to be a billionaire *checks bank account* Dammit... #sarcasm #OutOfTouch
2018-11-17 23:18:39,"NAh I think Kevin didn't mean it like that. I'm sure kim was the ONLY actress that wanted Teddy's part, so he didn'… https://t.co/dsJXZzmdxQ"
2018-11-17 23:16:58,Did you know? It's normal to hug people you don't like! #sarcasm https://t.co/pIWHWGO1zG
2018-11-17 23:15:02,I really love when my “friends” don’t invite me places. #sarcasm
2018-11-17 23:13:44,"Pixie has decided that plotting the book is significantly less important than kitteh snuggles.

#catsofinstagram… https://t.co/CqgNqPR6Lr"
2018-11-17 23:12:08,@counternotions @asymco Theres no love there #Sarcasm tweet was perfect for it....
2018-11-17 23:11:24,I was shocked when I realised #Peterloo was funded by @AmazonStudios who are part of the modern day #peterloo becau… https://t.co/ijmp47OLNU
2018-11-17 23:09:41,Do people fall a lot at Ithaca? And why are they promoting it? 😉 #sarcasm https://t.co/S8G0Y3fpds
2018-11-17 23:09:38,"@MollyJongFast ...and our Cheeto Overlord told our military to shoot people that throw rocks at them... 

#recursive #irony"
2018-11-17 23:06:34,"@Dave28SC Dave is asking ""how are you this bad with words?"" LMAO #irony"
2018-11-17 23:05:32,@Buck_Around Perfectly set up to run our Groshek offense now. #JTWho #sarcasm
2018-11-17 23:04:33,"Pixie has decided that plotting the book is significantly less important than kitteh snuggles.

#catsofinstagram… https://t.co/AMJ8KCauZE"
2018-11-17 23:01:32,"@LaurenWern @anete_newt Let me tell you, we Californians are the LAZIEST rakers in this country!  We hate raking, h… https://t.co/rC2X6fPd4o"
2018-11-17 23:00:52,So shocked #sarcasm https://t.co/WoDNTAiwQp
2018-11-17 22:59:07,"que rico es cumplir el dia de thanksgiving 😊
#not"
2018-11-17 22:55:48,@LizMair Healthy hair with a great cut/color is the single and cheapest best thing a human can do to look great.  I… https://t.co/Nm3dXhICHK
2018-11-17 22:55:04,@TinaYazdani @CityNews Rich kids don’t do things like this #sarcasm
2018-11-17 22:52:51,Dog sleeps on couch while human crawls on floor.  Haha. #irony. #oppositeday #doglife #babylife @jimmyfallon… https://t.co/5ChdhCovmg
2018-11-17 22:51:16,@realDonaldTrump Do you know what irony really means? #stumptrump #irony #wtftrump
2018-11-17 22:51:14,"#Amazon HQ2 Will #NOT Improve #Quality of Life for New York and Virginia Residents
 https://t.co/IWFv5B7iXw via @truthout"
2018-11-17 22:49:41,"I didn't know she was running on medicare for all, a living wage, ending the wars, and getting big money out of pol… https://t.co/eawBf82442"
2018-11-17 22:48:45,"@davidsirota I'm picking up on your #sarcasm there. @DavidSpade #TommyBoy At any rate, the first one is fine becaus… https://t.co/8vkpHtjILz"
2018-11-17 22:48:40,"#Progressives, 
Please Do #NOT Defend #Broken Promises on Immigration

.@HouseDemocrats 
.@SenateDems

https://t.co/mZwwjmR9fW via @truthout"
2018-11-17 22:47:05,"@DuxMotorcycle @joerogan Ok but expectations this early in a relationship is new for me ...... 

#sarcasm

BTW I us… https://t.co/sg8KgGP6ux"
2018-11-17 22:44:44,@SZ There is no climate change!!!1!!!1!1!1!!!1 #irony #trump #california #CaliforniaWildfires
2018-11-17 22:38:32,#Sure #SURE #anyone #Happy #Democrat ⁦@HillaryClinton⁩ #Lost. @RepSwalwell⁩ Calls for #Confiscation of… https://t.co/4G5oua6jQF
2018-11-17 22:36:06,"Nothing devours, confuses and infuriates our enemies as to provide love to that which seeks to destroy us. Do #not… https://t.co/8poFPDcYYb"
2018-11-17 22:35:58,"Dog sleeps on the couch while human crawls on the floor.  😆 🐶

#irony #easilyamused #baby #dogs #doglife… https://t.co/2oFlYs1XwT"
2018-11-17 22:33:44,@AllmericanMayes But then we wouldn't get to put a completely inexperienced qb in next year with all the possible g… https://t.co/fs9YacBiKi
2018-11-17 22:33:01,Damn those women expecting to not be sexually or physically assaulted and for the AUDACITY to say something I mean… https://t.co/xwc2rt770U
2018-11-17 22:30:06,"Maybe CHRISTMAS he thought, doesn't come from a store;
Maybe CHRISTMAS perhaps means a little bit more!!… https://t.co/ja9GOvQPEk"
2018-11-17 22:30:05,still greatful #sarcasm https://t.co/BA0HNe1upC https://t.co/OkppeXhvRe
2018-11-17 22:26:47,"⁉ arse lickers 🎬  Talk about a #new #plot for a #movie RIGHT THERE! 😃 
Oh yes ' the #possibilities are endless! #comedy #humour #sarcasm"
2018-11-17 22:26:32,american health system is great🙃 #sarcasm
